index,kategori,subkategori,location/city,nama,deskripsi
537,Sponsor,"Trade, Services & Investment","Graha Indramas
Jalan AIP II K.S. Tubun Raya No. 77
Jakarta
Phone: +62 21 536 77777
Fax: +62 21 536 71120
Email: herman.santoso@lautan-luas.com
www.lautan-luas.com",Lautan Luas,"PT Lautan Luas Tbk adalah distributor dan produsen bahan kimia dasar dan khusus yang berbasis di Indonesia, bermitra dengan lebih dari 100 prinsipal internasional dan memasok lebih dari 1.000 produk kimia ke 2.000 pengguna akhir industri di Indonesia dan kawasan Asia Pasifik."
538,Sponsor,"Trade, Services & Investment","Jalan Matraman Raya No. 12
Jakarta - 13150
Phone: +62 21 280 1000
Fax: +62 21 858 2347
Email: donny@moderninternasional.co.id
www.moderninternasional.co.id",Modern Internasional,"PT Modern Internasional Tbk adalah perusahaan yang berbasis di Indonesia yang bergerak dalam produk pencitraan industri dan mengoperasikan jaringan toko serba ada 7 Eleven. Bisnis pencitraan perusahaan meliputi pencitraan medis, pencitraan digital, seni grafis, serta solusi dokumen yang dijalankan dengan berbagai merek seperti Shimadzu, Fujifilm, dan Ricoh. Sejak tahun 1971, Modern Internasional menjadi distributor tunggal seluruh produk Fujifilm Jepang di Indonesia. Melalui anak perusahaannya, Modern Putra Indonesia, ia mengelola jaringan 7 Eleven."
539,Sponsor,"Trade, Services & Investment","UOB Plaza 42nd Floor #2
Jalan M.H. Thamrin No. 10
Jakarta - 10230
Phone: +62 21 2929 0871
Fax: +62 21 2938 8466
Email: corsec@sigmagold.co.id
www.sigmagold.co.id",Sigmagold Inti Perkasa,"PT Sigmagold Inti Perkasa Tbk adalah perusahaan induk publik yang berbasis di Indonesia yang bergerak dalam bidang perdagangan, ritel, dan servis untuk bisnis elektronik konsumen, peralatan rumah tangga, perangkat seluler, produk dan layanan multimedia, serta energi dan sumber daya alam di Indonesia. Pada awal tahun 2014 perusahaan berganti nama dari Agis menjadi Sigmagold Inti Perkasa."
540,Sponsor,Transportation,"Head Office
Menara Citicon 16th Floor
Jalan S. Parman Kav. 72
Jakarta
Phone: +62 08 4108 0808
www.citilink.co.id",Citilink Indonesia,"PT Citilink Indonesia adalah unit berbiaya rendah dari Garuda Indonesia, satu satunya maskapai penerbangan kelas atas di Indonesia. Untuk memanfaatkan sektor penerbangan berbiaya rendah yang menguntungkan di Indonesia, Garuda mendirikan Citilink pada tahun 2009. Pesaing utama Citilink di segmen layanan udara berbiaya rendah di Indonesia adalah Lion Air dan Indonesia AirAsia."
541,Sponsor,Transportation,"Investor Relation Department
2nd Floor Management Building
Garuda City Center
Soekarno Hatta International Airport
Cengkareng 19120 (Jakarta)
Phone: +62 21 2560 1201
Email: investor@garuda-indonesia.com
www.garuda-indonesia.com",Garuda Indonesia,"Garuda Indonesia yang didirikan pada tahun 1949 merupakan salah satu maskapai penerbangan besar di Indonesia. Perusahaan ini merupakan maskapai bintang 5 yang menyediakan penerbangan domestik dan internasional penumpang dan kargo . Selama lebih dari setengah abad, maskapai penerbangan ini murni milik negara hingga melakukan penawaran umum perdana pada tahun 2011 ketika sekitar 28 persen sahamnya dijual ke publik."
542,Sponsor,Transportation,"Call Centre
Phone: +62 21 2927 0999
Operating Hours: 6am - 10pm (GMT+7)",Indonesia AirAsia,"PT Indonesia AirAsia adalah unit AirAsia Malaysia di Indonesia, maskapai penerbangan hemat terbesar di dunia yang dinobatkan sebagai maskapai penerbangan bertarif rendah terbaik di dunia oleh Skytrax selama lima tahun berturut turut antara tahun 2009 dan 2013. Perusahaan ini adalah maskapai penerbangan swasta dan oleh karena itu sahamnya tidak diperdagangkan. di Bursa Efek Indonesia."
543,Sponsor,Transportation,"General Enquiries
Email: info@lionair.co.id",Lion Air,"PT Lion Mentari Airlines Lion Air adalah maskapai penerbangan swasta terbesar di Indonesia. Maskapai ini merupakan maskapai penerbangan bertarif rendah yang saat ini menguasai sekitar 40 persen pangsa pasar industri penerbangan Indonesia, sehingga menjadikannya maskapai penerbangan terbesar di Indonesia dalam hal pangsa pasar domestik."
544,Sponsor,Transportation,"l. Marsekal Suryadarma No. 1, 
Bandara Soekarno-Hatta, M I
Tangerang
Phone: +62 21 5591 7777
Fax: +62 21 5591 2888
www.sriwijayaair.co.id",Sriwijaya Air,"PT Sriwijaya Air merupakan maskapai penerbangan terbesar ketiga di Indonesia dalam hal pangsa pasar domestik. Perusahaan ini merupakan maskapai penerbangan swasta bertarif rendah yang melayani lebih dari 41 tujuan di Indonesia serta dua negara regional. Pada akhir tahun 2012, maskapai ini memiliki armada sebanyak 66 pesawat."
545,Sponsor,Transportation,"Jalan Pasoso No. 1
 Tanjung Priuk, North Jakarta, 14310
 Phone: +62 21 436 7505 | +62 21 430 1080
 Fax: +62 21 439 11704
 Email: info@indonesiaport.co.id
 www.indonesiaport.co.id",Pelabuhan Indonesia II (SOE),"Pelabuhan Indonesia II Indonesia Port Corporation dalam bahasa Inggris paling dikenal dengan akronimnya Pelindo II. Perusahaan ini merupakan Badan Usaha Milik Negara BUMN yang bergerak di bidang jasa kepelabuhanan dan pelabuhan di sepuluh provinsi di Indonesia lihat peta dan tabel di bawah . Saat ini, perusahaan negara tersebut sedang berupaya melakukan ekspansi melalui perubahan pendekatan strategis termasuk pendirian anak perusahaan baru untuk menjadi operator pelabuhan kelas dunia."
546,Sponsor,Transportation,"Jalan Sukarjo Wiryopranoto No. 11
Jakarta 11160
Phone: +62 21 2650 7000
Fax: +62 21 2650 7001
Email: investor.relation@expressgroup.co.id
www.expressgroup.co.id",Express Transindo Utama,"PT Express Transindo Utama Tbk Express adalah operator taksi Indonesia yang dikendalikan oleh Rajawali Corpora milik Peter Sondakh, konglomerat terkemuka di Indonesia. Express adalah operator taksi terbesar kedua di Indonesia dengan lebih dari 11.000 taksi yang beroperasi, terutama di wilayah Jabodetabek serta di sejumlah kota besar lainnya di Indonesia. Menurut perusahaan, pihaknya menguasai pangsa pasar sekitar 30 persen di sektor jasa taksi di wilayah Jabodetabek."
547,Sponsor,Utilities,www.pln.co.id,Perusahaan Listrik Negara (SOE),"Perusahaan Listrik Negara PLN adalah sebuah perusahaan milik negara Indonesia yang bertugas memasok kebutuhan listrik masyarakat Indonesia. Total kapasitas pembangkit listrik PLN pada akhir tahun 2013 meningkat menjadi 46.104 MW. Perusahaan ini memegang monopoli distribusi listrik di Indonesia dan merupakan perusahaan negara terbesar kedua berdasarkan aset. Negara Republik Indonesia memiliki 100 persen saham PLN. Namun, perusahaan menerbitkan serangkaian obligasi korporasi, sukuk obligasi syariah dan obligasi global. Rasio elektrifikasi Indonesia persentase rumah tangga Indonesia yang terhubung dengan jaringan listrik nasional mencapai 80,38 persen pada akhir tahun 2013."
548,Sponsor,Various,"Menara Karya Building, 16th Floor
JL. H.R. Rasuna Said, Blok X-5, Kav. 1-2
Jakarta 12950
Phone: +62 21 579 44344
Fax: +62 21 579 44544
www.bosowa.co.id",Bosowa Corporation,"Bosowa Corporation sebuah perusahaan swasta adalah konglomerat yang berbasis di Indonesia Timur yang telah berkembang tidak hanya menjadi konglomerat terkemuka di Indonesia Timur, namun juga menjadi pemain utama dalam korporasi bisnis Indonesia."
549,Sponsor,Agrobisnis & Produk Pangan,-,PT. Surya Agro Mandiri,"KAMI MENCIPTAKAN, MEMPRODUKSI, MEMPERDAGANGKAN ALAT ALAT MESIN PERINDUSTRIAN, Bila rekan rekan mitra bisnis perindustrian berminat kami juga masih banyak berbagai macam jenis mesin mesin perindustrian lainnya.Hubungi kami di PT. Surya Agro Mandiri Hp. 081285626610 Telpon WA Email suryaagroman"
550,Sponsor,Agrobisnis & Produk Pangan,-,PT. Dora Kargo Kontena,LAYANAN KAMI LOGISTIK INTERNASIONAL PENGIRIMAN BARANG AGEN PENGIRIMAN ANGKUTAN PPJK BEA CUKAI NAMA BAWAH PINTU KE PINTU PEDAGANG PEMASOK TRUK PBM GUDANG ISIAN PENGELUARAN LASSING PENGANGKATAN pembajakan DOMESTIK INTERSULER KARGO PROYEK DISTRIBUSI PERTANGGUNGAN P
551,Sponsor,Agrobisnis & Produk Pangan,-,PT. Galaxy Partani Mas,"PT. GALAXY PARTANI MAS merupakan perusahaan importir dan distributor dalam bidang mekanisasi pertanian dan perkebunan. . Seluruh produk berkualitas PT Galaxy Partani Mas didukung dengan layanan purna jual, mulai dari pelatihan penggunaan alat hingga kesiapan suku cadang peralatan."
552,Sponsor,Agrobisnis & Produk Pangan,-,PT. Kaltim Jaya Makmur,"SUDAH MELAYANI SEJAK 2005.. TERLENGKAP, TERBESAR, TERBAIK TERPERCAYA DALAM PERDAGANGAN BARANG JASA KONSTRUKSI KALTIMTARATENGSEL WAKTU PELAYANAN HARI SENIN JUM AT JAM 08 00 17 00 WITA HATI HATI PENIPUAN MENGATAS NAMAKAN PT. KALTIM JAYA MAKMUR KONFIRMASI 24 JAM SETIAP HARI."
553,Sponsor,Agrobisnis & Produk Pangan,-,PT. Bumi Mulia Chemindo,"Ptbumimuliachemindo.id PT. Bumi Mulia Chemindo merupakan Supplier Bahan Kimia, Pengolahan IPA IPAL di Sidoarjo. Cek aneka solusi Bahan Kimia, Pengolahan WTP WWTP Terlengkap yang kami sediakan, dapatkan penawaran harga spesial melalui Admin Marketing terjangkau kami melalui WhatsApp, Telepon, Email."
554,Sponsor,Agrobisnis & Produk Pangan,-,CV. Asstraco,"CV. ASSTRACO SURABAYA berdiri sejak tahun 1988 dengan tujuan membantu mengembangkan perekonomian masyarakat di Indonesia, khususnya di bidang Plastik. CV. ASSTRACO SURABAYA telah melayani konsumen dengan motto 4K Komitmen, Kualitas, Kecepatan, dan Ketepatan. Seiring berjalannya waktu, CV. A"
555,Sponsor,Agrobisnis & Produk Pangan,-,PT. Dikatama Putra Perkasa,"PT. DIKATAMA PUTRA PERKASA merupakan perusahaan pembuat modular conveyor, menjual conveyor design, dengan harga conveyor belt terjangkau. Sebagai distributor conveyor chain, Kami juga menawarkan jasa pembuatan conveyor dan jasa kontraktor engineering di Jakarta."
556,Sponsor,Agrobisnis & Produk Pangan,-,UD Kelapa Jaya,"Kelapa Jaya merupakan usaha supplier olahan kayu kelapa, keruing, dan kamper yang berdiri sejak tahun 1999 dan telah dipercaya oleh ratusan bisnis dan proyek di Bali. Kami melayani pembuatan Gazebo Bali, Rumah kayu, furniture kayu, dan masih banyak lagi Pembuatan dan pengiriman hingga area Jawa Tim"
557,Sponsor,Agrobisnis & Produk Pangan,-,PT. Terpalindo Mitra Niaga,"Membran Tarik, Tenda Sarnafile, Tenda Peleton, Tenda Roder, Serge Ferrari, Heytex, Sioen, Dickson, AGTex, , Zoesmartex, , Kanvas, Anggrek Terpal."
558,Sponsor,Agrobisnis & Produk Pangan,-,PT. Mealabs Indonesia,"Mealabs baca Milabs merupakan perusahaan yang bergerak di bidang pengukuran alat alat pengukuran , pengujian alat Pengujian , laboratorium peralatan lab , dan peralatan survei. Tujuan kami adalah dapat andil dalam menghadirkan produk atau alat yang tepat guna dan efisien dalam dunia industri maupun a"
559,Sponsor,Agrobisnis & Produk Pangan,-,Bali Safety,"Bali Safety adalah tempat yang tepat untuk Anda yang membutuhkan alat keselamatan kerja, keselamatan kapal, pemadam kebakaran, keselamatan jalan raya, rambu jalan, dan perahu perahu. Kami menyediakan produk produk berkualitas dari produsen terpercaya dengan standar keamanan yang ketat. Kami memiliki b"
560,Sponsor,Agrobisnis & Produk Pangan,-,HANNA INSTRUMENT INDOTAMA( Hanna Indonesia Agen merk Hanna),"PT. Hanna Instrument indotama Kami adalah perusahaan agen tunggal di Indonesia untuk merk HANNA yang bergerak dibidang alat laboratorium dengan spesifikasi analisis air, pengolahan air bersih, Pengolahan air tawar, pengolahan limbah dan lain lain. Alat alat yang dijual Checker HC Chemical Test Kit"
561,Sponsor,Agrobisnis & Produk Pangan,-,PT. Del Solaria Indonesia,"Kami adalah perusahaan plastik injection dan blow moulding yang memproduksi botol plastik HDPE, PP, dsb. untuk shampoo, sabun cair, hand and body lotion, dsb. , pot untuk kosmetik lulur, dsb. , produk produk rumah tangga, pot kembang, net pot untuk hidroponik, pot bonsai, dudukan plat nomor unt"
562,Sponsor,Agrobisnis & Produk Pangan,-,Xamu,Global Artikel adalah perusahaan yang berkembang sangat pesat dalam bidang Produksi Artikel Berkualitas. Kami mampu memenuhi semua kebutuhan Artikel Anda di Indonesia untuk pengadaan konten konten Artikel Terbaik.
563,Sponsor,Agrobisnis & Produk Pangan,-,PT. Elco Indonesia Sejahtera,"Elcoleatherproduct.com PT. Elco Indonesia Sejahtera merupakan Perusaahaan Pabrik Kulit Samak di Garut. Kulit samak domba, kambing, sapi dapat digunakan untuk jaket kulit, sepatu, sarung tangan, dll. Cek dan dapatkan penawaran spesial melalui Admin Marketing kami melalui WhatsApp, Telepon, Email."
564,Sponsor,Agrobisnis & Produk Pangan,-,PT. Sumber Roso Agromakmur,"Grup SRA atau PT. Sumber Roso Agromakmur adalah distributor rempah rempah, importir cabe kering, dan biji bijian dari bahan makanan pertanian bertempat di indonesia. Telah berpengalaman lebih dari 40 tahun dalam perdagangan hasil bumi seperti palawija, bawang, rempah rempah dan hasil pertanian lainnya"
565,Sponsor,Agrobisnis & Produk Pangan,-,PT. Bahana Tehnik Raya,"PT. Bahana Tehnik Raya adalah Konsultan geoteknik tanah bergerak di bidang penyelidikan tanah untuk perencanaan bangunan, jembatan, pondasi, dll.Topografi Hidrografi Oseanografi Udara Fotogrametri Investigasi TanahLokasi PT. Bahana Tehnik Raya di Google Maps"
566,Sponsor,Agrobisnis & Produk Pangan,-,PT. BEN GOLAN BERKARYA,"Selamat datang di website resmi PT Ben Golan Berkarya, kami solusi lengkap untuk kebutuhan keselamatan di berbagai lingkungan kerja, termasuk proyek konstruksi, keamanan di lautan, dan keselamatan di jalan raya. Kami tidak hanya menyediakan perlengkapan keselamatan kerja yang terpercaya tetapi juga"
567,Sponsor,Agrobisnis & Produk Pangan,-,CV. Dua Putra Petir,"Pusatbajaindonesia.com CV. Dua Putra Petir merupakan pusat supplier besi baja Terlengkap di Indonesia. Cek aneka solusi yang kami sediakan, dapatkan penawaran spesial harga terjangkau melalui Admin Marketing kami melalui WhatsApp, Telepon, Email."
568,Sponsor,Agrobisnis & Produk Pangan,-,PT. Dwi Filter Jaya,"Selamat Datang di PT DWI FILTER JAYA, Kami merupakan Perusahaan yang berdiri sejak tahun 1994 bergerak dalam industri Filter Udara, Filter Vakum, Filter Cair, Filter Hidrolik, Filter Oli, Filter Strainer, dan lainnya. Temukan berbagai produk terbaik kami dengan Kualitas dan Harga Terbaik. Merusak"
569,Sponsor,Agrobisnis & Produk Pangan,-,PT. Graha Jaya Pratama Kinerja,"PT. GRAHA JAYA PRATAMA KINERJA, Didirikan pada tahun 1995, adalah sebuah perusahaan swasta yang berlokasi di Jakarta, Indonesia. Kami terus menunjukkan pertumbuhan yang berkelanjutan dalam upaya meningkatkan pelayanan dan hubungan yang baik untuk semua pelanggan kami. Kami mengarahkan diri"
570,Sponsor,Agrobisnis & Produk Pangan,-,PT. Sanshui Water Asia,"PT. Sanshuiwater Asia adalah pemasok satu atap untuk seluruh kebutuhan bahan kimia karena kami merupakan Produsen bahan kimia khusus, Spesialis Pengolahan Air dan agen untuk beberapa bahan kimia impor. Berdiri sejak tahun 2011 berdomisili di Rawa Panjang Kota Bekasi. Kami menyediakan baha"
571,Sponsor,Agrobisnis & Produk Pangan,-,PT. Indonesia Bersih Rapi,"Indonesiabersihrapi.com Indonesia Bersih Rapi merupakan perusahaan yang menyediakan layanan jasa perawatan taman, kebersihan, office boy girl terbaik. Cek aneka solusi layanan kami dan dapatkan penawaran spesial harga terjangkau melalui Customer Support melalui WhatsApp, Telepon atau Email."
572,Sponsor,Agrobisnis & Produk Pangan,-,PT. ANUGRAH PUTRA KENCANA,"PT. Anugrah Putra Kencana adalah perusahaan yang bergerak dalam bidang perdagangan umum seperti kimia industri, kimia analis, barang pecah belah alat alat laboratorium , instrumen laboratorium, peralatan laboratorium, laboratorium furnitur lemari Asam, bangku dinding, bangku pulau, meja keseimbangan, lemari kimia, lem"
573,Sponsor,Agrobisnis & Produk Pangan,-,BuLe Garden,Kami anda bantu mendapatkan berbagai jenis tanaman hias berkualitas dengan harga ekonomis.
574,Sponsor,Agrobisnis & Produk Pangan,-,CV. Surabaya Cool,"Goodwayindonesia.com Surabaya Cool merupakan Distributor Resmi GOODWAY USA di Surabaya Indonesia Est. 2010. Temukan aneka solusi yang kami sediakan Tube Cleaner untuk Chiller, Boiler, Heat Exchanger, Cooling Tower Cleaner, Coil Cleaner, Drain Cleaner, Ducting Cleaner, dan lain sebagainya."
575,Sponsor,Agrobisnis & Produk Pangan,-,PT. INDO FILTER SEMESTA,PT. Indo Filter Semesta Stockist Importir Peralatan Filter Industri
576,Sponsor,Agrobisnis & Produk Pangan,-,Virera Mandiri,Virera Mandiri adalah perusahaan yang bergerak di bidang pengadaan barang solusi kebutuhan industri. Beberapa brand yang kami jual adalah sensor transduser Instrumen Pengukur Suhu Tekanan Daya DC Catu Daya Penimbangan dan Pengendalian dan Pompa dan Pompa Vakum. Hubungi kami untuk pena
577,Sponsor,Agrobisnis & Produk Pangan,-,PT. KALIBER MITRA SAKTI,Kami Perusahaan yang bergerak di bidang spesialis penjualan mesin pakan ternak
578,Sponsor,Agrobisnis & Produk Pangan,-,PT. Mitra Unit Plastindo Cemerlang,"Kami menyediakan berbagai macam plastik, kemasan dan bahan kue. Hubungi kami untuk informasi lebih detail ya"
579,Sponsor,"Alat Kesehatan, Medis & Kecantikan",-,PT. Pava Mandiri,"PT. PAVA MANDIRI berdiri sejak tahun 2015. Produk yang kami hasilkan seperti Pigging pipe pembersih pipa . Cup Pigging, Bi Directional Pigging, Scrapper Pigging, Foam Pid, Poly Pig, Inteligent Pig roda forklif, Pembersih sabuk Pembersih Primer, Pembersih Sekunder, Bajak V Katrol Lagging Kepala pu"
580,Sponsor,"Alat Kesehatan, Medis & Kecantikan",-,CV. Zulindo Jaya Mandiri,"Zulindofiltersemarang.com Zulindo Jaya Mandiri merupakan General Supplier medis, mekanikal elektrikal, sistem tata udara HVAC, maintenance Terbaik. Cek aneka solusi layanan produk yang kami sediakan, dapatkan penawaran spesial harga terjangkau melalui CS kami melalui WhatsApp, Telepon, Email."
581,Sponsor,"Alat Kesehatan, Medis & Kecantikan",-,CV. Cipta Indo Teknik,"Jualtimbangandigitalsurabaya.com Cipta Indo Teknik merupakan supplier berbagai model merk Timbangan Digital, Load Cell, Indikator Jasa Tera Timbangan di Surabaya. Cek aneka solusi produk kami lainnya dapatkan penawaran spesial harga terjangkau melalui CS kami. Hub 0812 5227 7588"
582,Sponsor,"Alat Kesehatan, Medis & Kecantikan",-,PT. Chanson Indonesia Ventura,"PT. Chanson Indonesia Ventura sebelum nya sudah berpengalaman di personal care homecare raw material sejak 1990, dan juga sebagai agen tunggal kosmetik Jepang POLA Kosmetik dan perawatan rambut merek MILBON. Sejak 2018, kami berekspansi ke bidang industri lain seperti pengolahan air, industri da"
583,Sponsor,"Alat Kesehatan, Medis & Kecantikan",-,UD. Sumber Sejahtera,"Sumber sejahtera.com UD. Sumber Sejahtera merupakan distributor supplier peralatan safety di Surabaya. Cek aneka solusi rambu lalu lintas, sepatu safety, pembatas jalan terlengkap yang kami sediakan, dapatkan penawaran spesial harga terjangkau melalui admin marketing kami via WhatsApp, Phone, Em"
584,Sponsor,"Alat Kesehatan, Medis & Kecantikan",-,PT. HIKMAH JAYA SENTOSA,PT. HIKMAH JAYA SENTOSA Adalah Salah Satu Perusahaan Penyedia Komponen Dan Perangkat Otomatisasi Dengan Principal Utama Berada Di Jepang. Perusahaan Kami Menyediakan Harga Yang Kompetitif Kepada Seluruh Pelanggan Kami. Kami Bangga Dapat Memberikan Kepuasan Kepada Para Pelanggan Kami.
585,Sponsor,"Alat Kesehatan, Medis & Kecantikan",-,PT. Foxa Asa Energi,"Perusahaan kami adalah perusahaan yang bergerak di stasiun pengisian gas industri, dan importir tabung silinder gas bertekanan tinggi, kami melayani pengisian ulang oksigen o2 , nitrogen n2 , karbondioksida co2 , argon ar , acetylene c2h2 , udara tekan, MIX GAS, amoniak, es kering, elpiji a"
586,Sponsor,"Alat Kesehatan, Medis & Kecantikan",-,4life Indonesia,"4Life adalah Perusahaan berbadan hukum di bawah PT. Daya Hidup Semesta, merupakan perusahaan jasa konsultan kesehatan kerja, jasa pelatihan kesehatan kerja, P3K, dan produsen berbagai jenis kotak P3K. Konsultan kesehatan kerja melayani perusahaan perusahaan untuk melakukan penilaian risiko kesehatan"
587,Sponsor,"Alat Kesehatan, Medis & Kecantikan",-,PT. Deus Digital Transformasi Universal,"Selamat datang di PT Deus Digital Transformasi, destinasi terpercaya untuk memenuhi kebutuhan bisnis ke bisnis B2B . Kami menyediakan beragam kebutuhan barang dengan layanan unggul, memastikan Anda memiliki akses mudah dan efisien ke produk berkualitas tinggi. Jalinlah kerjasama dengan kami, dan ma"
588,Sponsor,"Alat Kesehatan, Medis & Kecantikan",-,PT. Indo Arthawa Filter,"Filter Aksesoris Air Importir Stockiest, Filter Gas, Filter Udara, Filter Oli, Hepa, Filter Perbaikan Custom HARGA BERSAING KUALITAS TERJAMIN SERI KARTRID FILTER ALIRAN TINGGI SERI KARTRID FILTER LIPAT MIKRO SERI FILTER LENTIKULAR KARTRID FILTER SEDIMEN RUMAH FILTER"
589,Sponsor,"Alat Kesehatan, Medis & Kecantikan",-,PT. Cipta Surya Mulia,"PT. Cipta Surya Mulia adalah perusahaan berbasis di berbagai bidang, termasuk General Kontraktor, General Supplier, dan penyedia layanan. Kami berkomitmen untuk memberikan solusi berkualitas tinggi dalam proyek proyek konstruksi, menyediakan material berkualitas, dan layanan profesional yang melibat"
590,Sponsor,"Alat Kesehatan, Medis & Kecantikan",-,Garuda Souvenir,"Garudasouvenirsurabaya.com Garuda Souvenir merupakan vendor produsen merchandise souvenir Terlengkap di Surabaya Sidoarjo. Cek aneka solusi layanan produk yang kami sediakan, dapatkan penawaran spesial harga terjangkau melalui Admin kami melalui WhatsApp, Telepon, Email."
591,Sponsor,"Alat Kesehatan, Medis & Kecantikan",-,PT. Cakrabuana Langgeng Sukses,"PT Cakrabuana Langgeng Sukses adalah Perusahaan yang bergerak dibidang perdagangan Gas Industri, Gas Oksigen, Gas Nitrogen, Argon, Gas Helium, GAs Ef 6, Instalasi Gas Medis, Regulator, Gas Khusus, Gas Medis Dll."
592,Sponsor,"Alat Kesehatan, Medis & Kecantikan",-,PT. BARUNA INDONUSA,"PT. BARUNA INDO NUSA adalah perusahaan dinamis yang didirikan pada tahun 2010 dengan gabungan pengalaman lebih dari 15 tahun di Industri Keselamatan Laut. Bergerak khusus dalam bidang servis, pemeliharaan dan perbaikan Peralatan Safety Marfine seperti Life Raf, Life Jacket, Life Buoy, Polyform Buoy, Fire Fighting, CO2"
593,Sponsor,"Alat Kesehatan, Medis & Kecantikan",-,PT. Sehati Gading Medika,"PT. Sehati Gading Medika menyediakan berbagai alat kesehatan seperti barang sekali pakai, barang habis pakai, peralatan kesehatan KOAS Pendidikan kesehatan, perlengkapan atau peralatan klinik RS"
594,Sponsor,"Alat Kesehatan, Medis & Kecantikan",-,PT. Glosamani,PT. Global Nuansa Mandiri Investasi disingkat GLOSAMANI berdiri sejak tahun 2007. Kami berkomitmen untuk fokus Bisnis dibidang alat pengolah limbah medis dan alat penunjang kesehatan. PT. Glosamani diberi kepercayaan oleh PT. Oxtrimed Reka Mandiri pemegang merk Ox3med baca oxtrimed menjadi
595,Sponsor,"Alat Kesehatan, Medis & Kecantikan",-,PT. Junindo Karya Logistik,"PT. Junindo merupakan Jasa Logistik terpercaya, ekspedisi laut, darat dan udara."
596,Sponsor,"Alat Kesehatan, Medis & Kecantikan",-,PT. Iniko Karya Persada,"PT. Iniko Karya Persada merupakan perusahaan supplier bahan kimia di Jakarta. Kami bertindak sebagai penjual bahan kimia food grade, supplier, serta distributor bahan kimia industri. Kami telah memasok ke banyak pelanggan termasuk Jabodetabek, Medan, Surabaya, Semarang dan Bandung."
597,Sponsor,"Alat Kesehatan, Medis & Kecantikan",-,PT. Hanna Instruments Indotama,"Hanna Instruments merupakan produk yang dapat menjaga kualitas udara sesuai dengan yang Anda butuhkan. Jika Anda membutuhkan pH, EC TDS, Klorin, Kekeruhan dan lain lain kami akan memberikan rekomendasi alat yang cocok untuk Anda. Kami memberikan garansi untuk setiap alat yang kami tawarkan dan lay"
598,Sponsor,"Alat Kesehatan, Medis & Kecantikan",-,CV. Putra Deka Mandiri,"CV. Putra Deka Mandiri adalah salah satu perusahaan berkembang, memasarkan dan mendistribusikan produk khusus kami di bidang Pompa, Pompa Vakum, dan solusi otomasi Industri lainnya."
599,Sponsor,Alat Rumah Tangga,-,PT. Manggala Artha Sejahtera Persada,"Manggala Artha Sejahtera Persada menekuni bidang mekanikal elektrikal. Selain menjadi kontraktor, perusahaan ini juga bergerak di bidang Plumbing, General Supplier, dan item item elektrikal. Seperti Transformer Distribusi, Kabel, Panel Cubicle, Panel LVMDP, Panel SDP, Capacitor Bank, Panel MCC, dan"
600,Sponsor,Alat Rumah Tangga,-,PT. Takana Redho Indonesia,"PT. Takana Redho Indonesia merupakan perusahaan yang bergerak di bidang kontraktor umum dan perdagangan umum. Perusahaan yang membantu untuk pengadaan, Instalasi, layanan, dan teknik. Perusahaan ini didukung oleh tenaga engineer, teknis dan tim proyek yang profesional dan kompeten dalam bi"
601,Sponsor,Alat Rumah Tangga,-,PT. Citra Elektrindo Mandiri,"Bergerak dalam bidang perdagangan dan jasa konsultan teknik, kami siap membantu perusahaan Anda dalam perancangan, pengadaan dan implementasi kebutuhan kelistrikan Anda. Dengan mengamalkan serta membagikan pengetahuan listrik listrik industri maupun kantor agar pemasangannya dan peranangan se"
602,Sponsor,Alat Rumah Tangga,-,PT. MANGGALA ARTHA INDONESIA,"Kami adalah perusahaan Distributor, Agen atau Stokis yang bergerak dibidang penjualan dan jasa untuk alat alat listrik Tegangan Rendah maupun Tegangan Menengah. Produk yang kami jual merupakan barang baru garansi resmi dari pabrikan TRAFINDO, MASTERGREEN, SCHNEIDER, SIEMENS, CENTRADO, FORT, HIM"
603,Sponsor,Alat Rumah Tangga,-,PT. MAJU JAYA BERSAMA,"Perusahaan General Supplier Distributor Trafo PLN dan Panel Listrik, Pembuat Panel, Bilik Panel, Panel LVMDP, Panel Capasitor Bank, Teknik Mekanikal Elektrikal , Kontraktor Pasang Baru, Tambah Daya, Perbaikan Pemeliharaan, Perizinan, SLO, Test Commissioning, dan Energize. Kami menjual trafo"
604,Sponsor,Alat Rumah Tangga,-,PT. Nusa Sejahtera Logam Pratama,"PT. NUSA SEJAHTERA LOGAM PRATAMA jual spare part pendingin dan AC dengan varian terlengkap dan berkualitas. Kami juga Jual Welding Stick TIG MIG, jual kawat las merk Harris, jual kompresor refrigerant dan AC, jual Freon R22 Refrigerant, jual product HVACR parts. Pemanasan, ventilasi, kondisi udara"
605,Sponsor,Alat Rumah Tangga,-,PT. Maju Jaya Prima Perkasa,"Perusahaan General Supplier Distributor Trafo PLN dan Panel Listrik, Pembuat Panel, Bilik Panel, Panel LVMDP, Panel Capasitor Bank, Teknik Mekanikal Elektrikal , Kontraktor Pasang Baru, Tambah Daya, Perbaikan Pemeliharaan, Perizinan, SLO, Test Commissioning, dan Energize. Kami menjual trafo"
606,Sponsor,Alat Rumah Tangga,-,PT. Putra Dharma Kalingga,"PT. PUTRA DHARMA KALINGGA menyediakan Jasa sedot WC Nano termurah dan sedot WC bergaransi berlokasi di Jakarta Utara, juga Jasa Transportasi Limbah Cair dan Jasa Angkut Limbah Domestik. Kepuasan Pelanggan adalah prioritas Kami."
